Column1,link,text,date,NoOfComments,NoOfRetweets,NoOfQuotes,NoOfLikes,LinkToPicture
265,https://twitter.com/RONBupdates/status/1745342455791415496#m,"This is a rare Photo of Wild Yak seen and caught on Camera by Chungba Sherpa in Upper Humla. Please Check 5 Rupees note, It is there. ??  Pic. Chungba Sherpa","Jan 11, 2024 · 7:10 AM UTC",1,9,0,249,['https://pbs.twimg.com/media/GDiztXHW4AALFFz.jpg']
266,https://twitter.com/RONBupdates/status/1745314582422577536#m,Breaking: ???????? ?????? ??????? ???? ??? ????? ????? ??????? ?????? ??????????? ????? ??? ????????????? ???? ???????? ??????? ????? ?????? ??? ??????? ????? ??,"Jan 11, 2024 · 5:19 AM UTC",7,3,1,163,['https://pbs.twimg.com/media/GDiaWy-W4AEjgGx.jpg']
267,https://twitter.com/RONBupdates/status/1745299838504448051#m,???? ??? ??????? ?????? ???????? ?????? ????????: Sandeep Lamichhane will not be arrested for around 100 days as there will be an appeal time in High Court for up to 100 days even though Kathmandu District Court declared the final decision.,"Jan 11, 2024 · 4:21 AM UTC",5,6,3,180,['https://pbs.twimg.com/media/GDiM80fWIAAIdS7.jpg']
268,https://twitter.com/RONBupdates/status/1745298960024269278#m,"SEE ?? ??????? ??? ????? ??????? ????? ?????: NEB is planning to take SEE from the first week of Chaitra, if everything goes as per plan. ??","Jan 11, 2024 · 4:17 AM UTC",1,0,0,50,['https://pbs.twimg.com/media/GDiMJo5WwAA56W2.jpg']
269,https://twitter.com/RONBupdates/status/1745284451930624350#m,?????? ???????? ?? ????????? ?????? ???????: Sandeep Lamichhane has announced that he will not play for the Nepali Cricket Team for now regarding his case.,"Jan 11, 2024 · 3:20 AM UTC",29,6,10,284,['https://pbs.twimg.com/media/GDh-9KPXEAAOyZp.jpg']
270,https://twitter.com/RONBupdates/status/1745282117280411943#m,Holiday Update: Sudhurpaschim Government le Aaja Bhuwa Parva ko occasion ma Public Holiday diyeko cha. ??,"Jan 11, 2024 · 3:10 AM UTC",0,0,0,39,[]
271,https://twitter.com/RONBupdates/status/1745280448538808467#m,"Amazing: 12th fail Actor Vikrant Massey & Actress Medha Shankar are listed in the top 5 most popular Indian Celebrities, according to IMDb weekly feature. ??","Jan 11, 2024 · 3:04 AM UTC",3,6,3,225,['https://pbs.twimg.com/media/GDh7UEhX0AAmoXR.jpg']
272,https://twitter.com/RONBupdates/status/1745280340179005656#m,"Wow... Mustang becomes one of the 52 places to visit in the World in 2024, according to The New York Times. ??????  Pic. Pushpa Raj Joshi","Jan 11, 2024 · 3:03 AM UTC",6,32,1,593,['https://pbs.twimg.com/media/GDh7N0iW4AA14c_.jpg']
273,https://twitter.com/RONBupdates/status/1745279829719605405#m,"Thursday Morning & statue of Pathivara Mata at Salakpur, Morang. ????   Pic. Nishan Paudel","Jan 11, 2024 · 3:01 AM UTC",4,17,0,850,['https://pbs.twimg.com/media/GDh6wB7WcAA0Mxy.jpg']
274,https://twitter.com/RONBupdates/status/1745118836821753980#m,"Accept life, the way it comes. Accepting gives us true happiness rather than expecting.","Jan 10, 2024 · 4:22 PM UTC",3,10,1,109,[]
275,https://twitter.com/RONBupdates/status/1745105874610483251#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Jan 10, 2024 · 3:30 PM UTC",0,0,0,51,['https://pbs.twimg.com/media/GDfciXeXsAAmp_N.jpg']
276,https://twitter.com/RONBupdates/status/1745101081372447035#m,Awareness: The temperature is decreasing from a few days in Nepal. We request everyone to stay warm as it is getting cold day by day which may cause illness like cough and cold. Let us also help the people who are forced to live in streets being exposed to the cold weather. We also request the government to draw the attention towards the ones in need in the cold weather.,"Jan 10, 2024 · 3:11 PM UTC",4,4,0,124,[]
277,https://twitter.com/RONBupdates/status/1745083119546314939#m,????? ??????? '???????'??? ????????? ????? ????? ????? ????? ????? ? ? ??,"Jan 10, 2024 · 2:00 PM UTC",49,41,40,953,['https://pbs.twimg.com/media/GDfH15YXsAQXZ1S.jpg']
278,https://twitter.com/RONBupdates/status/1745059649802662168#m,???????? ?????? ??????? ????? ????? ?????? ????? ????? ?????? ???????? ???? ????? ???? ????? ????? ????,"Jan 10, 2024 · 12:26 PM UTC",23,8,4,365,['https://pbs.twimg.com/media/GDeyftZaMAAHKOJ.jpg']
279,https://twitter.com/RONBupdates/status/1745048769635459383#m,Khotang District has exported Oranges worth NRs. 35+ Crores this year till now. ??  File Pic. Prashant Pokharel,"Jan 10, 2024 · 11:43 AM UTC",2,7,0,265,['https://pbs.twimg.com/media/GDeomd2XwAAD7O1.jpg']
280,https://twitter.com/RONBupdates/status/1745038780476846295#m,Breaking: ???????? ?????? ??????????? ???????? ?????? ??????? ? ???? ??? ? ? ??? ??????? ???? ??????? ??,"Jan 10, 2024 · 11:04 AM UTC",76,48,42,998,['https://pbs.twimg.com/media/GDefhPNWUAAPXIf.jpg']
281,https://twitter.com/RONBupdates/status/1745030309224337808#m,Nepali Pujari in Ram Mandir: ???? ???????????? ??????? ???????? ?????????????? ????? ???? ?????? ???? ?????? ????? ?????? ?????? ?????? ?????? ??????? ?????????? ???? ? ? ??,"Jan 10, 2024 · 10:30 AM UTC",7,10,3,389,['https://pbs.twimg.com/media/GDeXz8oWsAArzmN.jpg']
282,https://twitter.com/RONBupdates/status/1745006869633249525#m,"“???? ?????"" ?? ??? ???? ?????? ???? ?????? ???????? CIB ?? ?????? ???? ????????? ????? ? ??? ??????? ????? ?.?? ???? ????? ????? ???? ? ?  Pic. anzaankc_","Jan 10, 2024 · 8:57 AM UTC",15,1,10,148,['https://pbs.twimg.com/media/GDeCfsVXYAAI87U.jpg']
283,https://twitter.com/RONBupdates/status/1744983987238695341#m,???????? ???????? ???????? ????? ????????? ????????? ?????? ???? ????? ???? ? ???? ??????????? ??????? ??????? ???? ? ? What do you think about this Decision?,"Jan 10, 2024 · 7:26 AM UTC",40,12,4,483,['https://pbs.twimg.com/media/GDdtrwGWUAAwnwh.jpg']
284,https://twitter.com/RONBupdates/status/1744977362977198422#m,Sad Fact: ?????? ?????? ????? ??? ???? ?? ?? ???? ?????? ???????? ??,"Jan 10, 2024 · 6:59 AM UTC",20,12,14,293,['https://pbs.twimg.com/media/GDdnqFoXMAA50kF.jpg']
285,https://twitter.com/RONBupdates/status/1744972436645548322#m,?? ?? ????: ????????? ???? ???? ?? ???????? ????????? ???? ????? ?? ??  File Pic.,"Jan 10, 2024 · 6:40 AM UTC",8,4,5,147,['https://pbs.twimg.com/media/GDdjLfGaUAAFCo1.jpg']
286,https://twitter.com/RONBupdates/status/1744950556026650761#m,"?????? ??????????? ?????? ??? ????????: India is planning to provide it's cricket ground as a Home Ground to Nepali Cricket Team, according to Officials. ??","Jan 10, 2024 · 5:13 AM UTC",33,8,14,551,['https://pbs.twimg.com/media/GDdPRivXIAAsHmQ.jpg']
287,https://twitter.com/RONBupdates/status/1744934247754846272#m,??? ??????? ???? ? ????????? ????? ???: Ansh Verma has provided food items and bags to around 40 children from an orphanage in Budhanilkantha. ??,"Jan 10, 2024 · 4:08 AM UTC",3,4,0,156,['https://pbs.twimg.com/media/GDdAcmFWQAAeRh9.jpg']
288,https://twitter.com/RONBupdates/status/1744933205092831674#m,"??? ???? ?????? ????: ???????? ??? ????? ????? ????? ???? ???? ?????????? ??? ?????? ??????? ??????? ??????? ???? ???? ???? ????? ??????? ??. ??,??? ????? ???????? ??? ????? ????? ?????? ???? ??????? ??? ????? ?????? ????? ?? ??? ??????, ""????? ????? ?????? ??????? ????????? ??? ????????? ??? ???? ?? ????? ???? ?????? ?????? ????? ???? ????? ??? ? ?????? ???? ??????????? ?????????"" ??","Jan 10, 2024 · 4:04 AM UTC",3,8,0,149,['https://pbs.twimg.com/media/GDc_fy-WYAASid-.jpg']
289,https://twitter.com/RONBupdates/status/1744916832979665245#m,?????? ??????????? ?? ???? ???????: Kathmandu District Court will declare the punishment to Sandeep Lamichhane today regarding his case.,"Jan 10, 2024 · 2:59 AM UTC",14,5,4,153,['https://pbs.twimg.com/media/GDcwm4jWgAACIDm.jpg']
290,https://twitter.com/RONBupdates/status/1744908770600206725#m,"Interesting: Magh mahina ma bihe ko lagan 6 dinn lai jureko cha i.e. 2, 16, 17, 21, 23 & 29. ??","Jan 10, 2024 · 2:27 AM UTC",6,3,6,117,['https://pbs.twimg.com/media/GDcpRkHXsAA84f8.jpg']
291,https://twitter.com/RONBupdates/status/1744906149172859308#m,"??? ?????: 2023 is recorded as the hottest year till now, according to BBC. ??","Jan 10, 2024 · 2:16 AM UTC",5,1,0,85,['https://pbs.twimg.com/media/GDcm5CHWYAAoLG2.jpg']
292,https://twitter.com/RONBupdates/status/1744904593811689822#m,??????? ???? ????? ??? ???????: South Korea has passed a law to stop the sale or distribution of dog meat.,"Jan 10, 2024 · 2:10 AM UTC",0,1,0,127,['https://pbs.twimg.com/media/GDcleaQWIAANwy6.jpg']
293,https://twitter.com/RONBupdates/status/1744903289924100515#m,Wednesday Morning & Seti Devi Mata at Sindhuli Highway. ????,"Jan 10, 2024 · 2:05 AM UTC",2,14,0,848,['https://pbs.twimg.com/media/GDckSlGW0AA_VEZ.jpg']
294,https://twitter.com/RONBupdates/status/1744760274064966109#m,"??? ????? ???? ???? ??????,???????? ?? ??????","Jan 9, 2024 · 4:37 PM UTC",5,17,1,170,[]
295,https://twitter.com/RONBupdates/status/1744748521130180856#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Jan 9, 2024 · 3:50 PM UTC",0,3,0,50,['https://pbs.twimg.com/media/GDaXhuwWIAAr9NF.jpg']
296,https://twitter.com/RONBupdates/status/1744739037607559408#m,34 Yrs old Gabriel Attal becomes the youngest Prime Minister of France &  first openly gay man to serve Prime Minister. ??,"Jan 9, 2024 · 3:12 PM UTC",10,12,2,338,['https://pbs.twimg.com/media/GDaO53UakAAzIc7.jpg']
297,https://twitter.com/RONBupdates/status/1744730034932498921#m,??????? ????? ???? ????? ??? ??????? ???????? ???? ??????... Sandhya Aarati at Pashupati Temple. ????  Pic. surajphotography58,"Jan 9, 2024 · 2:37 PM UTC",3,9,0,355,['https://pbs.twimg.com/media/GDaGtxuaoAEqSLA.jpg']
298,https://twitter.com/RONBupdates/status/1744714219076174274#m,"?? ???? ???? ??? ??????? ?????? ???????, ?? ??????? ???? ?????  ???? ??? ???? ? ???? ??? ???? ??, ????? ???? ???? ?? ???????????? ?????? ??? ???? ????,  ????????? ????, ???????? ?????? ??, ???? ?? ????? ???? ???? ???? ????, ????? ??? ?? ???? ???? ???? ????? ????????,  ...? ?????? ???????? ???? ??? ???? ? ??????? ????? ???? ????? ??  Pic. @surajphotography58","Jan 9, 2024 · 1:34 PM UTC",1,10,2,137,['https://pbs.twimg.com/media/GDZ4VSFbsAAiacL.jpg']
299,https://twitter.com/RONBupdates/status/1744698425579549076#m,Popular Cricketer Shakib Al Hasan wins the Parliament seat in Bangladesh's general elections as per Bangladesh News Media. ??,"Jan 9, 2024 · 12:31 PM UTC",1,2,1,124,['https://pbs.twimg.com/media/GDZp944aAAA8RCU.jpg']
300,https://twitter.com/RONBupdates/status/1744683253775405566#m,Good Start: ??? ? ????????? ??? ????? ????????? ??????? ??????? ?????? ???? ?????? ? ? ????  Pic. anzaankc_,"Jan 9, 2024 · 11:31 AM UTC",1,9,1,243,['https://pbs.twimg.com/media/GDZcKsNW0AAUWny.jpg']
301,https://twitter.com/RONBupdates/status/1744661597799501855#m,???? ?????? ?? ??? ???????: NEPSE has increased by 20.62 points and reached to 2080.12 points with more than 6 arba turnover today. ????,"Jan 9, 2024 · 10:05 AM UTC",2,2,2,90,[]
302,https://twitter.com/RONBupdates/status/1744646199100203194#m,"??? ????? ????? ?????? ??????????: Effect of Global warming as Rhododendron blooms in Poush Sagardanda, Solukhumbu. ??  Pic. Debin Basnet","Jan 9, 2024 · 9:04 AM UTC",2,11,1,232,['https://pbs.twimg.com/media/GDY6dwnWcAAVKDK.jpg']
303,https://twitter.com/RONBupdates/status/1744632225059193176#m,"???????? ???? ????? ???? ????? ?????? ????: Captain of Nepal Volleyball Team, Man Bahadur Shrestha is getting good appreciation & support from fans for his good performance. Many fans are also visiting hotel to meet & take photos with him in Surkhet where he is staying for the Volleyball tournament. Interestingly, few days ago one of the fan has given him Gold Chain as he impressed him with good play in Baglung. ??????  Pic. Hamrokhelkud","Jan 9, 2024 · 8:08 AM UTC",0,4,0,77,['https://pbs.twimg.com/media/GDYtwZCXQAAUV5l.jpg']
304,https://twitter.com/RONBupdates/status/1744621245289943103#m,"MP Chitra Bahadur Kc says, ""???????? ?????? ??????, ????????? ?????? ????? ???????? ?????? ??????? ??????????? ?????? ??????? ??????? ???? ????????? ??????? ?????? ??? ?? ?? ????????? ? ???????? ??????? ???? ????, ????? ?? ??? ???? ????? ????? ??????? ???? ??? ?????? ?????? ?? ?? ???????? ?? ???????? ????????? ?? ?????????, ?? ????????? ?? ???? ??????? ????""","Jan 9, 2024 · 7:24 AM UTC",7,13,1,183,['https://pbs.twimg.com/media/GDYjxXwX0AAo5MI.jpg']
305,https://twitter.com/RONBupdates/status/1744600286109278668#m,????????? ????: Nepal bata daily 2000+ manche foreign employment ko lagi bidesh jane gareka chhan (on average).,"Jan 9, 2024 · 6:01 AM UTC",0,4,3,70,['https://pbs.twimg.com/media/GDYQtPJXcAAakig.jpg']
306,https://twitter.com/RONBupdates/status/1744577998811201611#m,Nepali singer Menuka Paudel faces some issues while performing in front of Indian actor Sanjay Dutt in Indian Idol S14 who even went to the stage to encourage her and asked her to never give up. He also revealed that he is fighting stage 4 cancer and completed KGF during his Chemotherapy.,"Jan 9, 2024 · 4:33 AM UTC",11,22,1,784,['https://pbs.twimg.com/media/GDX8cMRakAAKYEk.jpg']
307,https://twitter.com/RONBupdates/status/1744566432300663286#m,"???????? ???? ????????? ?????? ???? ??????: Bijay Pandey from Bihar is on a walking journey from Gangotri of India to Pashupatinath temple and has already reached Janakpur in 14 months. He is traveling through the help he gets on the way and aims to promote public welfare, brotherhood, love and harmony. ??","Jan 9, 2024 · 3:47 AM UTC",0,3,0,139,['https://pbs.twimg.com/media/GDXx642bAAAGc8Y.jpg']
308,https://twitter.com/RONBupdates/status/1744557564053029053#m,"????????????? ????? ?????? ???????? ????: 20,613 Nepali people have gone abroad as dependent and most of them are females in 2023. ??","Jan 9, 2024 · 3:11 AM UTC",7,9,12,186,['https://pbs.twimg.com/media/GDXp2m1bQAAkpP9.jpg']
309,https://twitter.com/RONBupdates/status/1744549503691280875#m,Interesting: India ko Agra ma around INR. 30 Lakhs vayeko ATM Machine nai chori (????) vayeko cha. ??,"Jan 9, 2024 · 2:39 AM UTC",2,0,4,64,['https://pbs.twimg.com/media/GDXihUbbIAAwkCu.jpg']
310,https://twitter.com/RONBupdates/status/1744545141971619926#m,Hotels in Ayodhya and nearby places of India are fully packed for the inauguration of historic Ram Temple on January 22. ??,"Jan 9, 2024 · 2:22 AM UTC",2,4,1,245,['https://pbs.twimg.com/media/GDXejambUAAkSxK.jpg']
311,https://twitter.com/RONBupdates/status/1744532804090700166#m,German football legend Franz Beckenbauer has died at the age of 78. He has won the World Cup as both a player and manager & 2 Ballon d'Or awards along with many other trophies in his career.??,"Jan 9, 2024 · 1:33 AM UTC",3,10,1,198,['https://pbs.twimg.com/media/GDXTVYMXAAAs8Ga.jpg']
312,https://twitter.com/RONBupdates/status/1744531744273973296#m,Tuesday Morning and statue of Lord Ganesh at Kathmandu. ????   Pic. @nishan_paudel14,"Jan 9, 2024 · 1:29 AM UTC",5,28,2,1148,['https://pbs.twimg.com/media/GDXSXp5XoAAZ3Sc.jpg']
313,https://twitter.com/RONBupdates/status/1744393235026280755#m,No one have perfect life but everyone can fill it with perfect moments & happiness.,"Jan 8, 2024 · 4:18 PM UTC",1,3,1,71,[]
314,https://twitter.com/RONBupdates/status/1744387356399169642#m,???? ????????: Beautiful collection of different phases of Moon. ??  Pic. Supreme Shrestha,"Jan 8, 2024 · 3:55 PM UTC",0,3,0,136,['https://pbs.twimg.com/media/GDVPDRVbMAAhTg0.jpg']
315,https://twitter.com/RONBupdates/status/1744379110854439380#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Jan 8, 2024 · 3:22 PM UTC",0,1,0,53,['https://pbs.twimg.com/media/GDVHjPQWIAA21Tp.jpg']
316,https://twitter.com/RONBupdates/status/1744368342062776678#m,"????? ! ????? !! ????? !!! ???? ????? ????? ! ????? ????? ?????? ????? ???? ?????????? ????? ????? ???? ?????, ????? ??? ????? ????? ????? ?  ?? ???????? ??? ????? ???? ??? ???, ???? ??????? ???? ! ? ?? ????? ? ?  ????? ??? ???? ?????? ???? ???? ??? ???????? ???, ????? ?????????? ????? ? ???????? ?????? ?????? ????? ? ??????? ?????? ????????? ?????????? ?????? ??????????? ?????? ????? ???? ????? ? ?  ?? ????? ???????? ?????? ???????? ?????? ?????? ? ?? ???? ???? ??? ????? ???????? ????????? ???? ? ????? ?????? ?? ???????? ????? ???? ????????? ??????? ??????? ???????? ???????-????? ?????? ????? ? ??????? ?????? ?????????? ??????? ???? ?? ? ?????? ??, ?? ???? ????? ?  ?? ???????? ??? ?????? ????????? ?????? ???????? ??? ??? ????????? ????? ????????? ????? ? ?? ???? ???? ? ???????????? ????? ? ??????????? ????? ??? ??? ??? ? ???????? ????? ??? ??????, ?? ???? ????? ? ?? ????? ????? ??????, ?????? ? ???????? ?????? ???????,?????? ?????? ???????? ???? ????????, ?????? ??????? ????? ???????? ????? ??? ???????? ??????, ?? ???? ????? ?  Words. ?????? ????????, ?????","Jan 8, 2024 · 2:39 PM UTC",7,17,3,281,['https://pbs.twimg.com/media/GDU9wS2XAAEjzP0.jpg']
317,https://twitter.com/RONBupdates/status/1744357854683767034#m,"Monday Evening & Sandhya Aarati at TaalBarahi, Pokhara. ????  Pic. Ashish Puri","Jan 8, 2024 · 1:58 PM UTC",4,9,1,519,['https://pbs.twimg.com/media/GDU0N5hWcAAP5z9.jpg']
318,https://twitter.com/RONBupdates/status/1744352201160478763#m,??? ????? ???? ???? ?????? ??????: Morang & Sunsari ko different places bata 100+ Bikes haru chorera India lagi bechne 2 jana lai Police le arrest gareko cha. ??,"Jan 8, 2024 · 1:35 PM UTC",1,1,0,52,[]
319,https://twitter.com/RONBupdates/status/1744342454072144073#m,??????????? ????? ?????? ?????????? ‘????-???’ ???? ?????? ????????? ?????? ?????? ? ????? ????? ???? ??????? ??????? ??? ????? ?? ????????? ??.?? ???? ??????? ???????? ?? ?? ????? ??????? ???????? ? ? ???? #????? ??  ??????: ?????????????? ???? / ????,"Jan 8, 2024 · 12:57 PM UTC",1,6,1,141,['https://pbs.twimg.com/media/GDUmNmtbYAAUfdj.jpg']
320,https://twitter.com/RONBupdates/status/1744330889432354926#m,Nepal gives a target of 284 runs to Scotland in ongoing practice match of U-19 Team before Cricket World Cup. Gulsan Jha scores a brilliant 114 runs for Nepal. ??????  File Pic. @anzaankc_,"Jan 8, 2024 · 12:11 PM UTC",1,14,1,329,['https://pbs.twimg.com/media/GDUbsfMWAAAuYp6.jpg']
321,https://twitter.com/RONBupdates/status/1744325056698909100#m,No Star hotel can match the awesomeness of typical Newari food. ?? #GoingLocal   Pic. Kaula Newari R&B,"Jan 8, 2024 · 11:47 AM UTC",18,14,5,404,['https://pbs.twimg.com/media/GDUWY-TXoAAu05s.jpg']
322,https://twitter.com/RONBupdates/status/1744318579674354148#m,Rare in Nepal: Horse Racing competition organized in Muktinath area a few days ago. ??   Pic : nikeshcaptures,"Jan 8, 2024 · 11:22 AM UTC",1,6,0,276,['https://pbs.twimg.com/media/GDUQf33WgAAsYSO.jpg']
323,https://twitter.com/RONBupdates/status/1744307219670392981#m,Interesting: Dherai Halla hune ra yuwa haru bigrine vandai Morang ko Urlabari Ward 3 le Ludo ra Carromboard khelna nadine vayeko cha. ??  Source: Ward Head Bhisma Budhathoki,"Jan 8, 2024 · 10:37 AM UTC",10,1,2,118,[]
324,https://twitter.com/RONBupdates/status/1744256098247573955#m,Happy birthday to KGF Star Yash. ?? #RockyBhai,"Jan 8, 2024 · 7:13 AM UTC",7,8,0,228,['https://pbs.twimg.com/media/GDTXrFZW8AAcyww.jpg']
325,https://twitter.com/RONBupdates/status/1744225969026785625#m,Sad Fact: ???? ?? ???? ??????? ????? ????? ??????????????? ??????????? ?? ? ?????? ????? ? ??? ??????????????? ???? ???? ?? ??,"Jan 8, 2024 · 5:14 AM UTC",40,40,32,488,['https://pbs.twimg.com/media/GDS8RP8aQAAiz83.jpg']
